UniProt_ID,set
Q9TXJ0,training
Q9TXK1,training
Q9TXQ8,training
Q9TXV5,training
Q9TXV7,training
Q9TY03,training
Q9TYM6,training
Q9TYT3,training
Q9TYT4,training
Q9TYV3,validation
Q9TYW7,test
Q9TYZ0,training
Q9TYZ4,test
Q9TZ21,training
Q9TZ47,training
Q9TZ58,test
Q9TZ63,training
Q9TZ65,training
Q9TZ69,training
Q9TZ88,training
Q9TZ93,training
Q9TZA0,test
Q9TZB0,training
Q9TZC4,validation
Q9TZC6,training
Q9TZF2,training
Q9TZI2,training
Q9TZN1,training
Q9U1Q1,validation
Q9U1Q5,training
Q9U1Q8,test
Q9U1R7,training
Q9U1U3,training
Q9U1U4,training
Q9U1W1,training
Q9U1X0,training
Q9U1X7,training
Q9U1X8,training
Q9U1Y9,validation
Q9U1Z4,training
Q9U210,validation
Q9U221,training
Q9U235,validation
Q9U238,validation
Q9U283,training
Q9U287,training
Q9U294,training
Q9U2C3,training
Q9U2F5,test
Q9U2F6,test
Q9U2G6,training
Q9U2H9,training
Q9U2L2,training
Q9U2M7,training
Q9U2Q8,training
Q9U2Q9,training
Q9U2R0,training
Q9U2S4,training
Q9U2S6,training
Q9U2U0,training
Q9U2U3,training
H1UBK1,training
Q9U2W9,test
Q9U2X0,training
Q9U2Y2,test
Q9U325,training
Q9U334,training
Q9U354,training
Q9U368,training
Q9U388,training
Q9U3C8,validation
Q9U3K8,training
Q9U3L4,training
Q9U3L5,training
Q9U3M0,test
Q9U3M2,training
Q9U3Q0,training
Q9U3R0,validation
Q9U5C1,test
Q9U6P6,training
Q9UA63,training
Q9UAT1,training
Q9UAV3,training
Q9UAY9,validation
Q9UB38,training
Q9XTI0,training
Q9XTQ5,test
Q9XTR0,training
Q9XTT8,training
Q9XTT9,training
Q9XTU9,training
Q9XTW9,training
Q9XTY9,validation
Q9XU41,training
Q9XU81,training
Q9XU84,training
Q9XUC0,training
Q9XUD6,validation
Q9XUD8,training
Q9XUE6,training
Q9XUF0,training
Q9XUH3,training
Q9XUP2,training
Q9XUP3,training
Q9XUP4,training
Q9XUP7,training
Q9XUR3,training
Q9XUT5,test
Q9XUT6,training
Q9XUV0,training
Q9XUY2,training
Q9XV44,test
Q9XVA8,validation
Q9XVD6,validation
Q9XVE1,training
Q9XVE8,training
Q9XVH6,test
Q9XVK5,training
Q9XVM8,training
Q9XVN0,training
Q9XVQ8,training
Q9XVR6,training
Q9XVS1,training
Q9XVS2,training
Q9XVS3,test
Q9XVS8,test
Q9XVT1,test
Q9XVT9,training
Q9XVU2,training
Q9XVU9,training
Q9XVX5,training
Q9XVZ6,training
Q9XW01,test
Q9XW02,training
Q9XW03,training
Q9XW12,training
Q9XW16,training
Q9XW17,training
Q9XW37,training
Q9XW38,training
Q9XW41,training
Q9XW47,training
Q9XW51,training
Q9XW68,training
Q9XW78,test
Q9XW79,training
Q9XW93,training
Q9XWA4,training
Q9XWC9,training
Q9XWD5,training
Q9XWE2,test
Q9XWE6,training
Q9XWG3,validation
Q9XWH0,training
Q9XWH8,validation
Q9XWI4,training
Q9XWJ1,training
Q9XWJ8,test
Q9XWJ9,training
Q9XWK2,training
Q9XWM1,training
Q9XWM5,validation
Q9XWN1,test
Q9XWP0,test
Q9XWP1,training
Q9XWT5,training
Q9XWU5,training
Q9XWV3,test
Q9XWV4,training
Q9XWV5,training
Q9XWZ8,test
Q9XX18,validation
Q9XX41,training
Q9XXA2,test
Q9XXC8,training
Q9XXD0,training
Q9XXD2,validation
Q9XXD8,training
Q9XXE9,training
Q9XXF9,training
Q9XXI3,training
Q9XXI4,training
Q9XXI6,test
Q9XXI7,training
Q9XXJ0,training
Q9XXJ1,training
Q9XXK8,training
Q9XXM2,validation
Q9XXN0,training
Q9XXR8,training
Q9XXT7,validation
Q9XXU9,training
B2D6P4,validation
Q9Y041,training
S6FN19,training
S6FN32,training
U4PB05,training
U4PB74,training
U4PBR7,training
U4PBU8,training
U4PBX2,training
U4PS45,training
U4PS59,test
V6CIT4,training
V6CIW4,training
V6CK14,test
V6CK19,training
V6CKG6,training
V6CLH7,training
V6CLW5,training
V6CM07,training
W6RTL8,training
X5LPX5,training
X5LV67,test
Q95XR2,training
X5M5P2,training
X5MBH3,training
A0A126GUP6,training
A1A708,training
A1Z9A2,training
A1ZAW5,training
A1ZB42,training
A1ZBT5,training
A8DYH2,training
A8DYY5,training
A8JNV4,training
A8JR14,training
B3MGU5,training
B3N6U7,validation
B3N6Y7,training
B3NQR5,training
B3NUC9,training
B4HEM8,validation
B4HI06,training
B4HK67,training
B4HKS2,training
B4HR35,training
B4I195,training
B4I1C2,training
B4I7U3,training
B4IAA7,training
B4II68,training
B4IL76,training
B4NTY9,training
B4P116,training
B4P1N5,training
B4P2Y8,training
B4P9A8,test
B4PEU8,training
B4PJV6,training
B4PXF5,test
B4PY69,test
B4PZ52,training
B4Q4M7,training
B4Q785,training
B4QBH8,training
B4QE02,training
B4QEE3,training
B4QFD2,training
B4QGZ1,training
B4QHD6,training
B4QHG6,training
B4QHU5,training
B4QIG6,training
B4QJ46,test
B4QLP9,test
B4QQE2,training
B4QTL6,training
B4QV17,training
B4QVL3,training
B4QWH9,validation
B4QX46,training
B4QZI8,training
B4R313,training
B4R345,training
B4R4E9,training
O01367,training
O01382,training
O01404,validation
O02002,training
O02373,test
O16129,training
O16797,validation
O18334,training
O18373,training
O18391,training
O18404,test
O18413,training
O18640,training
O44081,training
O44424,training
O46036,training
O46080,training
O46098,validation
O46106,test
O61305,training
O61443,training
O61491,training
O61492,training
O61613,training
O62618,training
O76206,training
O76324,training
O76464,training
O76511,training
O76878,test
O76902,validation
O76932,training
O77051,training
O77237,training
O77263,training
O77277,training
O77460,training
O96539,training
O96827,training
O97067,training
O97172,training
O97420,training
O97422,training
P00408,training
P02255,training
P02515,training
P02516,training
P02517,training
P02518,training
P02572,training
P04282,test
P04388,training
P05205,training
P05552,training
P06605,test
P06754,training
P07486,validation
P07487,test
P07664,training
P07735,training
P07764,validation
P07909,training
P08181,training
P08182,test
P08645,training
P08736,test
P08761,training
P08841,training
P08985,training
P09180,training
P0DKM0,training
P10379,training
P10981,training
P10987,training
P12426,training
P13008,training
P13468,training
P14003,training
P14785,training
P15007,training
P15364,training
P16911,training
P17133,training
P17336,training
P17704,test
P17719,training
P17917,training
P18101,training
P18289,test
P18489,validation
P20153,training
P20232,training
P20240,training
P20348,training
P20353,training
P20354,training
P20432,training
P20477,training
P20483,training
P20828,test
P21914,training
P22058,training
P22464,training
P22465,training
P22812,training
P22978,test
P23128,training
P23257,training
P23572,training
P23573,training
P23625,training
P23696,training
P24156,training
P25007,training
P25153,training
P25157,validation
P25161,training
P25228,training
P25843,training
P25867,training
P26270,test
P26308,training
P26686,training
P27091,training
P28518,training
P29310,validation
P29327,training
P29413,training
P29746,test
P31009,training
P31409,training
P32100,training
P32234,training
P32392,training
P32748,validation
P35122,training
P35128,training
P36872,training
P36951,training
P36958,validation
P37193,test
P38040,training
P39018,training
P40320,training
P40417,training
P40423,test
P40427,validation
P40792,validation
P40793,validation
P40796,training
P40945,validation
P40946,training
P41042,training
P41043,training
P41092,training
P41093,training
P41094,training
P41374,training
P41375,training
P41572,training
P41900,training
P42207,training
P42281,training
P43332,training
P45594,training
P45888,training
P45889,training
P46222,training
P46223,test
P46415,training
P46824,training
P47980,training
P48148,training
P48159,training
P48375,training
P48462,training
P48554,training
P48555,training
P48588,training
P48592,test
P48598,training
P48601,training
P48603,training
P48604,training
P48607,training
P48609,test
P48610,training
P48611,training
P48612,validation
P48809,training
P48810,training
P49071,training
P49963,training
P50882,training
P50887,validation
P51406,training
P52486,training
P52654,training
P52656,validation
P54353,training
P54357,training
P54359,training
P54361,training
P54367,training
P54397,training
P54399,training
P54611,training
P54622,training
P55035,validation
P55828,training
P56175,training
P56538,training
P61209,training
P61854,training
P62085,training
P62152,training
P67805,validation
P80455,training
P81900,training
P81928,training
P82804,training
P82890,validation
P82986,training
P83100,training
P83832,training
P84029,validation
P84250,training
P84323,training
P91622,test
P91664,training
P91891,test
P91929,training
P91931,validation
P92177,training
P92204,training
P92208,validation
Q00637,training
Q00805,test
Q01604,training
Q01637,training
Q02427,training
Q02748,training
Q02926,validation
Q03017,test
Q03334,training
Q03751,training
Q04448,training
Q05547,training
Q05652,training
Q05783,training
Q05825,training
Q06559,training
Q06849,training
Q06943,training
Q08473,training
Q09024,validation
Q0E8C8,test
Q0H6L1,training
Q0KI28,training
Q23983,training
Q23997,training
Q24046,training
Q24048,training
Q24133,training
Q24169,test
Q24186,training
Q24192,training
Q24207,training
Q24208,training
Q24214,training
Q24276,training
Q24306,test
Q24307,training
Q24317,training
Q24318,training
Q24319,training
Q24338,training
Q24372,training
Q24439,training
Q24509,test
Q24535,training
Q24537,training
Q24560,training
Q24562,training
Q24572,test
Q26365,training
Q27268,training
Q27272,training
Q27294,training
Q27333,training
Q27367,training
Q27415,training
Q27580,training
Q27589,training
Q27869,training
Q27884,training
Q290J8,training
Q45VV3,training
Q4V6M7,training
Q6AWN0,validation
Q6NN40,training
Q6XHX5,training
Q6XI08,training
Q6XI71,training
Q6XIM7,training
Q6XIM8,training
Q6YKA8,training
Q709R6,training
Q70PR8,training
Q70PY2,training
Q76FF5,validation
Q7JNS1,training
Q7JQW6,training
Q7JR71,training
Q7JW12,training
Q7JW27,training
Q7JWR9,training
Q7JXF5,training
Q7JXF7,training
Q7JZB4,test
Q7K0E3,training
Q7K175,validation
Q7K1V5,validation
Q7K1Y4,test
Q7K237,training
Q7K2B0,training
Q7K2D2,training
Q7K2G1,training
Q7K3B9,training
Q7K3D8,training
Q7K486,validation
Q7K556,training
Q7KLV9,training
Q7KN79,training
Q7KNF2,training
Q7KRI2,training
Q7KTH8,training
Q7KVQ0,training
Q7KVY7,validation
Q7YTY6,test
Q86BN8,training
Q86BS6,training
Q86DS1,test
Q8I1G0,training
Q8I1I3,training
Q8INF2,test
Q8INK9,training
Q8INX3,training
Q8IQ70,training
Q8IR45,training
Q8IRE4,training
Q8IRL8,training
Q8IRY7,training
Q8MKL1,training
Q8MKN0,training
Q8ML92,training
Q8MLY8,validation
Q8MLZ7,training
Q8MMC4,training
Q8MR45,training
Q8MR62,training
Q8MSX2,training
Q8MUJ1,validation
Q8MX40,training
Q8MX41,training
Q8SWU7,training
Q8SWX0,training
Q8SXQ7,training
Q8SXY6,training
Q8SYD0,training
Q8SYG2,training
Q8SYS7,training
Q8SZ16,training
Q8T045,training
Q8T3L6,training
Q8T3U2,training
Q8T3X9,training
Q8T4E1,training
Q8T8R1,training
Q8T9B6,training
Q8WTC1,training
Q94516,training
Q94518,training
Q94522,training
Q94524,training
Q94529,training
Q94535,training
Q94899,training
Q94901,training
Q94913,training
Q94915,training
Q94920,training
Q94981,training
Q95028,validation
Q95029,validation
Q95RA8,training
Q95RA9,training
Q95RC0,training
Q95RI5,training
Q95RN0,training
Q95SK3,training
Q95SS8,training
Q95T19,training
Q95T64,training
Q95ZE8,test
Q961C9,training
Q9GU68,training
Q9GYU7,validation
Q9GYV5,training
Q9I7I7,training
Q9I7K0,training
Q9I7K6,training
Q9I7S8,test
Q9I7W5,training
Q9I7X6,training
Q9NBK5,training
Q9NFP5,training
Q9NHB0,training
Q9NHD5,training
Q9NHP5,training
Q9NHP7,training
Q9NJH0,training
Q9NK57,training
Q9TVP3,test
Q9TVQ5,training
Q9U1M2,training
Q9U3W6,test
Q9U3Z7,training
Q9U4F3,training
Q9U4L6,validation
Q9U5W9,training
Q9U6L5,training
Q9U6M0,test
Q9U9P7,training
Q9V333,validation
Q9V345,training
Q9V359,training
Q9V3A4,training
Q9V3A6,training
Q9V3B6,training
Q9V3C1,training
Q9V3D2,training
Q9V3D4,training
Q9V3G1,validation
Q9V3G3,validation
Q9V3G7,training
Q9V3H2,test
Q9V3J1,training
Q9V3J4,training
Q9V3J8,validation
Q9V3K3,training
Q9V3N1,training
Q9V3N8,training
Q9V3T9,training
Q9V3U2,training
Q9V3U9,training
Q9V3W0,training
Q9V3Y2,training
Q9V3Z2,training
Q9V412,training
Q9V429,validation
Q9V438,validation
Q9V439,test
Q9V447,training
Q9V4Q8,training
Q9V4S8,training
Q9V576,test
Q9V595,training
Q9V5P6,training
Q9V637,training
Q9V6G5,training
Q9V6U8,training
Q9V6U9,test
Q9V6X7,training
Q9V6Y3,training
Q9V751,training
Q9V770,training
Q9V773,training
Q9V774,training
Q9V784,training
Q9V785,training
Q9V7D2,training
Q9V813,training
Q9V831,training
Q9V895,test
Q9V8I2,training
Q9V8M5,training
Q9V8W3,training
Q9V968,training
Q9V979,training
Q9V998,training
Q9V9S8,training
Q9V9U4,training
Q9V9V9,validation
Q9V9X4,training
Q9V9Y9,training
Q9V9Z9,training
Q9VA37,training
Q9VAC8,training
Q9VAF0,training
Q9VAG4,training
Q9VAI0,training
Q9VAJ4,training
Q9VAL0,training
Q9VAM9,training
Q9VAN0,training
Q9VAN6,training
Q9VAQ5,training
Q9VAU9,training
Q9VAY3,training
Q9VAY7,training
Q9VB08,training
Q9VB14,training
Q9VBB3,training
Q9VBG6,test
Q9VBQ9,training
Q9VBV5,training
Q9VBX2,training
Q9VC49,training
Q9VC99,training
Q9VCC0,training
Q9VCE8,test
Q9VCG3,test
Q9VCI0,training
Q9VCI3,test
Q9VCK2,training
Q9VCP1,training
Q9VCY3,training
Q9VCZ8,training
Q9VD09,training
Q9VD25,training
Q9VD26,validation
Q9VDD1,training
Q9VDD7,validation
Q9VDD9,validation
Q9VDL1,training
Q9VDT6,training
Q9VE09,validation
Q9VE11,training
Q9VE50,training
Q9VE86,training
Q9VEA5,training
Q9VEG9,training
Q9VEP1,training
Q9VEX9,training
Q9VF08,test
Q9VF36,test
Q9VF71,training
Q9VFB2,training
Q9VFC2,training
Q9VFJ2,training
Q9VFM9,validation
Q9VFP1,training
Q9VFR0,training
Q9VFS8,training
Q9VG09,training
Q9VG73,test
Q9VG74,training
Q9VG76,training
Q9VG96,validation
Q9VG98,training
Q9VGP6,training
Q9VGR2,validation
Q9VGS2,training
Q9VGY5,training
Q9VH07,training
Q9VH38,training
Q9VH39,training
Q9VH95,test
Q9VHB3,training
Q9VHB6,validation
Q9VHF2,validation
Q9VHH7,training
Q9VHN5,training
Q9VHS2,training
Q9VHS8,training
Q9VHV5,training
Q9VHY5,validation
Q9VI10,training
Q9VI75,test
Q9VIM5,training
Q9VIP8,training
Q9VIU7,training
Q9VIV3,training
Q9VIW7,training
Q9VJ26,training
Q9VJ33,training
Q9VJC7,training
Q9VJD2,training
Q9VJQ4,training
Q9VJQ5,training
Q9VJY6,training
Q9VK68,training
Q9VKB4,training
Q9VKD3,training
Q9VKD6,test
Q9VKN7,validation
Q9VKQ9,training
Q9VKV5,training
Q9VKX4,training
Q9VL00,training
Q9VL18,training
Q9VL31,training
Q9VL63,training
Q9VL78,validation
Q9VLF6,training
Q9VLJ8,training
Q9VLM5,training
Q9VLN1,training
Q9VLP3,validation
Q9VLP7,training
Q9VLR5,training
Q9VLU0,training
Q9VLU5,training
Q9VLU6,training
Q9VLV5,training
Q9VM65,training
Q9VM95,test
Q9VMA2,test
Q9VMC8,validation
Q9VMH7,training
Q9VMP9,test
Q9VMQ5,validation
Q9VMQ7,test
Q9VMU4,training
Q9VMV6,training
Q9VMW7,test
Q9VMW9,training
Q9VMY1,training
Q9VMY9,training
Q9VN27,training
Q9VN95,training
Q9VNA4,validation
Q9VND8,training
Q9VNE2,training
Q9VNE9,training
Q9VNG0,training
Q9VNI3,training
Q9VP65,validation
Q9VPD5,validation
Q9VPH7,training
Q9VPK7,training
Q9VPL3,training
Q9VPP5,training
Q9VPQ2,training
Q9VPR4,training
Q9VPT8,training
Q9VPY8,validation
Q9VQ37,training
Q9VQ57,training
Q9VQ62,training
Q9VQ93,training
Q9VQC4,training
Q9VQF7,training
Q9VQF9,training
Q9VQG4,training
Q9VQY9,training
Q9VR56,training
Q9VRG7,training
Q9VRJ2,training
Q9VRJ9,training
Q9VRL2,training
Q9VRV7,training
Q9VS34,test
Q9VS59,training
Q9VSA3,training
Q9VSC1,test
Q9VSF3,validation
Q9VSF4,training
Q9VSH9,training
Q9VSU7,training
Q9VSY4,training
Q9VSZ6,training
Q9VT57,training
Q9VT70,training
Q9VTC4,training
Q9VTE0,training
Q9VTE5,test
Q9VTF9,training
Q9VTG7,test
Q9VTJ4,training
Q9VTJ8,training
Q9VTL1,training
Q9VTM0,test
Q9VTM5,test
Q9VTP4,validation
Q9VTT9,training
Q9VTU3,validation
Q9VTV1,training
Q9VTX8,training
Q9VTY6,training
Q9VTZ6,test
Q9VU02,training
Q9VU58,training
Q9VU65,training
Q9VU87,training
Q9VUJ0,training
Q9VUR3,training
Q9VUR7,training
Q9VV41,training
Q9VV43,training
Q9VV74,training
Q9VVA0,training
Q9VVE2,training
Q9VVH3,training
Q9VVI9,training
Q9VVR4,training
Q9VVW5,training
Q9VVW8,test
Q9VVX0,training
Q9VVX5,training
Q9VW12,training
Q9VW14,training
Q9VW26,training
Q9VW56,training
Q9VWA2,training
Q9VWA8,training
Q9VWD6,training
Q9VWH4,training
Q9VWS4,training
Q9VWV8,training
Q9VWY6,training
Q9VX25,training
Q9VX98,training
Q9VXA8,training
Q9VXB0,training
Q9VXB3,training
Q9VXE0,validation
Q9VXG4,test
Q9VXK0,training
Q9VXK6,training
Q9VXN2,training
Q9VXP4,training
Q9VXT2,training
Q9VXT7,test
Q9VY28,training
Q9VYA8,test
